#{"t_start": 1676295043.749491, "env_id": null}
r,l,t
100,5,996.433347
-107,14,996.470664
100,4,996.481673
96,9,996.50209
100,5,996.515311
100,3,996.524737
93,14,996.559652
100,5,996.572415
99,5,996.58463
99,7,996.600658
100,3,996.609852
89,18,996.654369
98,8,996.677877
99,5,996.691115
-123,29,996.76715
-105,13,996.797776
78,28,996.870428
91,16,996.910065
69,39,997.008197
-144,51,997.134697
100,3,997.143959
-105,12,997.172065
94,12,997.204006
98,5,997.21619
-146,51,997.344917
100,4,997.355928
86,21,997.407029
96,8,997.424311
-100,3,997.433862
97,7,997.450513
100,4,997.461603
99,6,997.476877
-144,51,997.608102
-105,11,997.636147
81,22,997.691371
99,6,997.706432
96,10,997.733779
93,13,997.767723
100,4,997.77867
98,6,997.793524
-111,17,997.835884
85,22,997.894087
90,16,997.933791
70,38,998.031468
95,9,998.051626
97,10,998.076827
100,4,998.087769
99,6,998.10227
100,4,998.11322
93,14,998.149313
100,3,998.158851
99,4,998.16647
92,15,998.206539
100,4,998.217671
82,25,998.283536
88,19,998.332982
84,24,998.391899
81,27,998.462264
99,5,998.476039
-143,51,998.601446
100,5,998.614469
100,5,998.627966
-111,17,998.673876
98,7,998.690123
99,6,998.704893
99,4,998.71608
-100,5,998.729317
-101,4,998.740271
98,6,998.75453
99,7,998.774348
98,5,998.787612
-109,15,998.827638
98,8,998.846747
100,4,998.858176
100,4,998.86913
-146,51,998.997071
-103,8,999.019948
-143,51,999.147868
98,7,999.164418
98,9,999.188445
-100,3,999.197692
98,7,999.214011
100,5,999.227133
65,42,999.332025
96,8,999.353133
-119,26,999.417289
89,18,999.464146
100,5,999.478043
-145,51,999.601443
100,3,999.610387
96,10,999.63645
75,31,999.716954
-18,26,999.77928
97,10,999.804523
93,14,999.841212
100,4,999.852751
-100,5,999.866515
-125,31,999.945745
97,9,999.969584
99,5,999.982356
89,1-143,51,1000.0399,5,197,10,1000.065577
100,3,1000.0-145,51,1000.17474
99,6,1-119,26,10088,19,100090,17,100100,4,1000-144,51,1000.378936
99,4,1000.390222
99,7,1000.406777
100,4,1000.418035
94,12,1000.447948
76,30,1000.522277
-14,22,1000.580276
-100,5,1000.59396
100,6,1000.608924
-112,18,1000.657577
96,10,1000.683889
-143,51,1000.815281
83,24,1000.876588
99,7,1000.894074
99,6,1000.908705
70,36,1000.99745
71,37,1001.090013
97,9,1001.113915
98,6,1001.128534
99,8,1001.147233
99,5,1001.16047
100,3,1001.170015
100,4,1001.180834
-100,4,1001.192077
99,5,1001.205324
100,3,1001.210534
-16,24,1001.273739
98,7,1001.28964
99,7,1001.309524
99,4,1001.320154
100,4,1001.327662
99,5,1001.341385
-100,5,1001.354706
100,4,1001.365645
100,3,1001.375171
88,18,1001.417634
91,13,1001.452376-1-135,41,1001.556956
100,4,1001.568204
-111,16,1001.608425
98,9,1001.631978
86,20,1001.682296
-108,14,1001.718962
100,3,1001.724137
82,25,1001.787057
-102,9,1001.81133
98,7,1001.831457
100,3,1001.837489
-103,8,1001.859923
98,6,1001.874572
100,4,1001.885679
100,5,1001.898413
97,9,1001.921803
89,18,1001.965525
95,11,1001.993121
100,4,1002.004337
96,10,1002.03237
-143,51,1002.162575
99,4,1002.173513
-100,3,1002.182942
-100,3,1002.188363
-134,41,1002.296005
-113,20,1002.344732
-100,3,1002.350063
-106,14,1002.385796
93,13,1002.420873
100,3,1002.426149
98,7,1002.446051
-102,7,1002.462539
-145,51,1002.588334
100,4,1002.599721
-113,20,1002.652035
-100,5,1002.665419
97,9,1002.690089
100,4,1002.701115
100,4,1002.708403
-104,11,1002.740258
-105,12,1002.770071
100,3,1002.779284
93,13,1002.81032
99,5,1002.82303
93,13,1002.856977
93,13,1002.886975
99,7,1002.907536
-143,51,1003.03989
-114,21,1003.094204
100,4,1003.105851
-103,10,1003.132299
97,6,1003.146359
-102,7,1003.165952
95,11,1003.19232
100,3,1003.197421
93,14,1003.233078
100,5,1003.246096
100,4,1003.256901
-114,21,1003.311067
94,13,1003.345413
89,17,1003.387702
93,10,1003.413262
-105,10,1003.438996
-116,21,1003.493744
100,4,1003.504782
-103,9,1003.528616
99,6,1003.543474
100,4,1003.554823
74,32,1003.633387
-143,51,1003.76372
-130,36,1003.854664
-144,51,1003.982345
100,3,1003.991376
99,5,1004.003823
100,3,1004.009117
100,3,1004.018791
96,10,1004.045188
99,7,1004.061938
100,4,1004.072858
77,30,1004.150023
-102,8,1004.172859
97,7,1004.188818
100,6,1004.203332
-100,4,1004.214246
100,4,1004.225323
-116,20,1004.277432
-100,4,1004.288971
98,8,1004.307721
97,8,1004.329995
-103,10,1004.354921
96,9,1004.378155
100,3,1004.383408
100,4,1004.394353
98,7,1004.410246
100,4,1004.421306
93,15,1004.460013
94,13,1004.495283
84,22,1004.549311
97,8,1004.57145
-121,28,1004.64284
-115,19,1004.691795
89,17,1004.736896
-132,38,1004.828744
100,3,1004.837727
99,6,1004.852305
-143,51,1004.980048
100,4,1004.991551
86,21,1005.041996
94,9,1005.064855
88,16,1005.103344
99,5,1005.116034
100,4,1005.127533
97,10,1005.153085
94,10,1005.178149
-101,6,1005.192478
93,12,1005.224763
98,8,1005.243227
94,12,1005.27705
100,4,1005.284978
98,7,1005.305545
90,16,1005.34566
-102,6,1005.360018
84,23,1005.418987
100,3,1005.424178
98,8,1005.446022
95,10,1005.472459
-144,51,1005.599156
100,5,1005.612791
98,7,1005.633429
-102,6,1005.648004
89,18,1005.69083
-138,45,1005.805055
-102,8,1005.827403
-103,9,1005.851847
100,4,1005.862728
98,8,1005.881021
77,30,1005.957574
90,17,1006.002053
92,14,1006.033895
-102,8,1006.055188
100,4,1006.066036
100,4,1006.077749
100,3,1006.083598
-143,51,1006.209625
94,12,1006.24242
-143,51,1006.371932
97,8,1006.393936
100,3,1006.399552
-100,3,1006.409086
96,11,1006.435664
-144,51,1006.567226
-103,8,1006.591375
-144,51,1006.71977
100,4,1006.732207
94,10,1006.757004
100,6,1006.771726
-113,17,1006.813082
96,11,1006.84378
99,5,1006.855951
82,24,1006.913667
100,6,1006.931972
100,4,1006.939383
-144,51,1007.069336
100,4,1007.077032
99,5,1007.08959
81,27-143,51,1007.199,6,10-145,51,1007.302541
-144,51,1007.431012
100,6,1007.449169
85,21,1007.500754
84,22,1007.55522
-144,51,1007.678804
99,4,1007.689556
99,7,1007.709449
-100,5,1007.72236
99,5,1007.735776
94,13,1007.767726
93,14,1007.805515
-108,13,1007.840298
100,3,1007.845586
-103,9,1007.870719
-104,7,1007.886812
85,20,1007.937351
100,3,1007.947012
99,6,1007.961913
88,19,100876,30,100100,3,1008100,4,10075,32,1008.098422
100,4,1008.109668
-106,13,1008.140972
97,9,1008.164599
96,11,1008.192095
-143,51,1008.324156
-100,6,1008.339935
100,3,1008.345341
90,16,1008.390482
98,7,1008.4094,12,-100,5,1008.499,5,1093,14,1008.458896
64,43,1008.562221
99,6,1008.580532
98,7,1008.5977-14599,4,1008.609302164,43,1008.715357
-40,48,1008.836497
99,5,1008.848949
91,15,1008.886312
100,4,1008.897827
94,10,1008.924513
-104,9,1008.949586
-143,51,1009.078805
89,18,1009.123483
-100,2,1009.13115
75,31,1009.209964
-143,51,1009.340936
-108,15,1009.38005
100,3,1009.38918
75,31,1009.466419
87,16,1009.507539
99,6,1009.52296
57,46,1009.643461
99,6,1009.65787
-100,3,1009.663262
-111,19,1009.713452
100,4,1009.725972
-143,51,1009.854906
-101,8,1009.877153
-143,51,1010.009726
100,4,1010.021203
-144,51,1010.149308
91,13,1010.182445
76,31,1010.259998
59,48,1010.374301
-102,9,1010.398728
100,4,1010.409659
99,7,1010.42547
100,3,1010.434367
100,4,1010.444823
100,4,1010.455459
100,4,1010.463232
100,3,1010.472836
-143,51,1010.601083
100,3,1010.610685
-105,12,1010.639767
94,13,1010.67506
93,13,1010.705524
-117,24,1010.764115
-144,51,1010.889816
97,9,1010.913818
88,17,1010.959027
99,5,1010.97155
98,5,1010.984591
96,11,1011.012686
98,6,1011.027866
90,16,1011.069565
-144,51,1011.204409
94,13,1011.24117
60,48,1011.369976
100,4,1011.377851
100,4,1011.389137
-101,5,1011.402517
77,29,1011.478036
100,5,1011.490796
-100,5,1011.504191
93,13,1011.537593
97,7,1011.554129
100,4,1011.565602
98,8,1011.583678
85,22,1011.641787
-100,3,1011.648071
-110,17,1011.69413
-101,5,1011.706926
100,4,1011.717808
95,10,1011.742819
94,12,1011.771498
99,6,1011.787078
-145,51,1011.915413
100,3,1011.925052
-104,9,1011.948671
-143,51,1012.078747
99,5,1012.091431
74,32,1012.171282
96,8,1012.192654
99,4,1012.203548
-143,51,1012.330812
98,6,1012.345572
-143,51,1012.471242
96,8,1012.491926
95,10,1012.516877
92,14,1012.549365
-143,51,1012.673153
100,4,1012.684261
96,9,1012.707533
-104,10,1012.734594
96,8,1012.752538
-115,20,1012.803642
88,18,1012.847962
-107,11,1012.874454
100,4,1012.885092
-107,13,1012.916418
96,9,1012.940513
97,10,1012.9653
-145,51,1013.09033
93,12,1013.122966
-105,9,1013.14601
95,11,1013.173022
94,11,1013.19981
-102,8,1013.222509
91,16,1013.263398
-111,16,1013.302154
100,4,1013.312914
-116,23,1013.369892
-145,51,1013.502816
-102,8,1013.521792
90,16,1013.562179
97,7,1013.581816
98,6,1013.596213
98,6,1013.610174
100,3,1013.619143
-144,51,1013.745598
100,4,1013.756757
100,4,1013.7679
100,4,1013.77489
100,3,1013.784109
99,5,1013.796614
100,3,1013.805898
100,3,1013.811232
-100,5,1013.824723
90,16,1013.865646
-101,5,1013.878798
96,7,1013.898491
100,3,1013.904743
95,13,1013.94016
-104,8,1013.962266
100,4,1013.969325
100,4,1013.980352
98,7,1014.000806
100,4,1014.00792
-107,12,1014.040855
100,5,1014.05312
-101,5,1014.066075
100,4,1014.076943
100,4,10-147,51,1014.12055
-102,8,1014.92,13,193,12,1014.170491
90,13,1014.20-144,51,1014.282404
-104,8,1014.304052
97,10,1014.329054
-100,3,1014.334498
65,39,1014.435087
96,7,1014.455109
100,4,1014.462339
98,6,1014.481323
100,4,1014.488329
100,3,1014.497772
93,10,1014.523359
93,13,1014.557837
97,7,-144,51,1014.600982
-143,51,1014.727198
89,17,1014.771112
-117,23,1014.831332
-101,5,1014.84427
-139,46,1014.956834
-112,19,1015.007005
94,13,1015.04184
-105,10,1015.06771
100,4,101-109,16,1015.103477
89,17,1015.142501
74,33,1015.228103
98,6,1015.242823
98,8,1015.261125
-103,9,1015.284767
91,14,1015.32136
99,5,1015.333975
100,3,1015.343231
-104,11,1015.371737
93,14,1015.408368
-100,2,1015.41252
-145,51,1015.543856
-123,31,1015.62304
100,3,1015.632198
82,25,1015.69738
96,10,1015.724774
99,7,1015.740717
-125,32,1015.825203
100,4,1015.836076
98,7,1015.852922
-144,51,1015.981778
-143,51,1016.11246
-101,5,1016.125937
100,6,1016.144746
-100,5,1016.158373
-145,51,1016.284514
-120,26,1016.34985
-143,51,1016.476176
98,7,1016.497091
97,7,1016.514054
100,4,1016.525161
99,5,1016.537549
-100,4,1016.548898
95,11,1016.575569
-108,15,1016.614336
95,11,1016.641381
98,7,1016.65664
-103,8,1016.67862
100,4,1016.689044
-105,12,1016.717702
-143,51,1016.843244
95,11,1016.875543
-111,18,1016.918922
-144,51,1017.045159
91,15,1017.083888
100,4,1017.09521
-102,8,1017.118667
96,8,1017.137063
81,26,1017.207082
-143,51,1017.333311
86,21,1017.385596
97,9,1017.408762
98,9,1017.432121
-102,6,1017.446834
100,6,1017.460984
95,12,1017.490144
-118,25,1017.553827
-100,5,1017.56705
94,12,1017.600413
100,4,1017.611442
100,5,1017.624299
-143,51,1017.749496
92,14,1017.786743
-143,51,1017.911546
98,6,1017.925992
-144,51,1018.055758
100,3,1018.06552
82,25,1018.128414
98,7,1018.144137
97,10,1018.169103
97,8,1018.190669
-100,4,1018.202503
-144,51,1018.328731
100,4,1018.339807
-109,14,1018.370858
97,6,1018.389044
-144,51,1018.51894
-143,51,1018.648931
89,18,1018.696642
90,16,1018.739885
100,4,1018.751704
88,18,1018.796351
94,10,1018.822355
100,3,1018.832208
100,4,1018.843305
-132,39,1018.937302
100,4,1018.947845
100,4,1018.958375
89,17,1018.998441
92,15,1019.037085
97,9,1019.064195
100,4,1019.077024
100,3,1019.086878
93,10,1019.112517
-144,51,1019.241147
100,4,1019.252682
90,18,1019.295936
100,4,1019.306723
98,8,1019.328165
95,11,1019.353808
100,6,1019.368055
100,3,1019.377224
-105,8,1019.395419
-143,51,1019.524755
100,5,1019.538357
100,4,1019.549775
100,4,1019.56078
98,8,1019.58266
100,4,1019.590296
99,6,1019.608856
99,5,1019.621912
-105,9,1019.641375
99,6,1019.659381
-145,51,1019.788978
-146,51,1019.916872
-101,6,1019.931727
98,7,1019.951634
-101,6,1019.967531
100,4,1019.978534
-120,27,1020.045302
91,15,1020.083359
-105,11,1020.111818
94,10,1020.138408
-102,7,1020.159212
-149,51,1020.288586
100,6,1020.303548
100,5,1020.316589
-102,7,1020.333154
100,5,1020.34583
100,4,1020.358527
100,5,1020.376708
90,16,1020.420271
100,3,1020.430962
-144,51,1020.672723
99,6,1020.691951
-101,7,1020.717068
100-143,51,1020.812-144,51,1020.859753
98,8-134,41,1020.935776
-102,9,1020.959623
-101,7,1020.980052
-143,51,1021.109892
97,9,1021.134782
83,23,1021.192113
92,14,1021.227604
100,5,1021.240399
99,6,1021.2546
-106,13,1021.294774
71,36,1021.393403
94,13,1021.437448
100,3,1021.444035
97,8,1021.47051
-146,51,1021.610977
-106,12,1021.640784
100,4,1021.651909
100,4,1021.663105
93,14,1021.700194
95,11,1021.730209
-130,35,1021.833344
90,17,1021.88094
-144,51,1022.028081
99,4,1022.036227
65,42,1022.159943
97,7,1022.179022
100,4,1022.19246
96,9,1022.220103
100,4,1022.232647
100,5,1022.245781
96,10,1022.275241
89,15,1022.314835
100,3,1022.320307
99,6,1022.335685
98,8,1022.35996
-143,51,1022.5015
95,10,1022.528217
-118,23,1022.5889
98,6,1022.603843
-101,5,1022.616926
-113,19,1022.666949
98,8,1022.686011
-107,11,1022.719729
100,4,1022.726864
99,5,1022.739631
-143,51,1022.89906
96,9,1022.925777
99,5,1022.942256
97,9,1022.969484
-38,46,1023.107602
-115,23,1023.172977
94,13,1023.209845
99,5,1023.223255
99,5,1023.236644
95,12,1023.267581
-146,51,1023.392482
84,23,1023.455398
97,10,1023.481548
100,4,1023.493314
-146,51,1023.629687
-144,51,1023.764232
88,20,1023.816917
95,12,1023.847344
-143,51,1023.979631
99,6,1023.993762
99,5,1024.006376
100,4,1024.017498
100,5,1024.032514
95,9,1024.052442
99,7,1024.074875
100,4,1024.086386
84,23,1024.151013
-103,8,1024.176411
-131,38,1024.28858
-101,5,1024.302525
71,37,1024.397995
99,4,1024.409534
100,4,1024.41768
99,5,1024.43154
100,3,1024.441548
97,10,1024.468557
-111,18,1024.524445
100,3,1024.530575
88,20,1024.585577
-106,12,1024.622368
-101,6,1024.637592
95,9,1024.661674
97,7,1024.677891
-107,14,1024.713846
100,4,1024.725732
92,15,1024.764704
84,23,1024.823368
100,6,1024.84058
92,14,1024.882223
-104,11,1024.913268
100,3,1024.924562
99,5,1024.938339
92,15,1024.981736
-107,12,1025.015053
-143,51,1025.167844
100,6,1025.185189
59,47,1025.316244
100,4,1025.328783
95,9,1025.354252
100,3,1025.359577
99,6,1025.379766
93,13,1025.413164
100,5,1025.427434
97,9,1025.454813
99,5,1025.468907
-144,51,1025.616732
77,30,1025.705137
94,12,1025.743807
100,4,1025.752054
-100,4,1025.764775
85,22,1025.831185
-114,21,1025.891767
99,6,1025.908381
100,3,1025.918619
-103,8,1025.938904
87,20,1025.995807
-143,51,1026.131861
99,6,1026.150174
-143,51,1026.279799
100,4,1026.291119
100,4,1026.299014
96,8,1026.322278
100,4,1026.334255
100,4,1026.346577
-144,51,1026.498184
81,25,1026.576086
93,10,1026.605913
98,7,1026.62789
99,7,1026.660314
99,6,1026.690573
-143,51,1026.888705
94,12,1026.936434
100,4,1026.949143
100,4,1026.962371
-100,5,1026.976786
87,19,1027.030641
60,46,1027.164503
-116,22,1027.235976
95,9,1027.267069
93,14,1027.317392
90,16,1027.36349
100,4,1027.3763
100,5,1027.390547
-103,9,1027.415197
-103,9,1027.439157
100,4,1027.447954
93,14,1027.492558
88,18,1027.552763
79,28,1027.631295
-100,6,1027.649727
-102,7,1027.665578
99,5,1027.678423
-143,51,1027.808111
95,10,1027.838907
100,3,1027.848786
93,13,1027.88857
97,10,1027.920337
-107,13,1027.960105
100,4,1027.971541
-115,22,1028.033232
88,19,1028.085527
98,7,1028.102106
97,7,1028.12225
-145,51,1028.250714
-119,26,1028.31608
99,5,1028.32854
99,7,1028.34937
-100,3,1028.355456
99,5,1028.368333
100,3,1028.378724
96,10,1028.40398
-143,51,1028.534978
92,15,1028.572994
100,3,1028.582328
99,5,1028.594811
83,22,1028.653132
-144,51,1028.782209
99,6,1028.797067
-101,5,1028.810161
-103,9,1028.833698
92,13,1028.867808
-104,10,1028.893706
-146,51,1029.027639
-100,4,1029.03891
-145,51,1029.168193
-100,5,1029.181031
-101,7,1029.197514
-111,17,1029.242697
93,13,1029.2734
100,4,1029.28443
-106,13,1029.319938
86,19,1029.369208
73,35,1029.460641
99,6,1029.474631
-107,12,1029.506571
-102,7,1029.527919
-100,5,1029.540876
-100,6,1029.556043
99,5,1029.569412
94,12,1029.598554
100,4,1029.609368
-100,3,1029.618828
91,16,1029.659954
-101,7,1029.678145
-119,26,1029.747239
100,3,1029.757091
100,5,1029.771755
-111,18,1029.824366
-144,51,1029.962381
-148,51,1030.097367
-144,51,1030.231774
-105,10,1030.257655
98,7,1030.279387
100,4,1030.287536
97,9,1030.312159
100,4,1030.32436
100,4,1030.33578
83,21,1030.388942
100,5,1030.402178
95,11,1030.432841
-144,51,1030.578719
95,10,1030.608366
-100,3,1030.61933
91,13,1030.656005
98,7,1030.674162
-102,7,1030.690517
100,4,1030.701263
99,6,1030.717929
80,26,1030.788691
100,5,1030.801732
97,8,1030.820629
-106,13,1030.854465
-101,5,1030.867692
-105,10,1030.894781
-103,6,1030.910929
78,28,1030.993677
100,3,1030.99956
91,15,1031.044394
100,4,1031.056633
97,9,1031.084329
100,3,1031.090658
99,6,1031.111677
-119,26,1031.181536
-106,10,1031.206758
100,4,1031.217595
61,44,1031.32694
99,6,1031.345033
84,24,1031.403434
95,12,1031.438183
-117,23,1031.496434
91,15,1031.534991
63,44,1031.647635
93,13,1031.682867
98,7,1031.699529
-102,8,1031.722281
98,8,1031.740474
91,14,1031.777198
100,4,1031.78855
98,8,1031.810425
94,11,1031.83828
-101,8,1031.857532
99,7,1031.877999
-111,18,1031.922314
99,5,1031.934957
-146,51,1032.064491
100,3,1032.070224
-107,13,1032.105382
100,4,1032.116313
82,24,1032.173542
100,4,1032.18459
97,7,1032.204573
100,4,1032.211935
100,4,1032.223146
100,4,1032.234513
100,4,1032.245847
87,17,1032.287471
96,10,1032.312707
-143,51,1032.445152
100,4,1032.456655
99,7,1032.477763
